evaluation,C,epsilon,gamma,mae,std_mae,rmse,std_rmse,r2,std_r2
random_search_seed1,1.347409008019633,0.5381433132192782,0.0061266403502417835,1.6181206343176746,0.0708129779525906,2.157951228588847,0.11856284050112899,0.8430616565773745,0.008167499138317935
random_search_seed1,35.432308232717006,0.303194829291645,0.008248483776334985,1.220145264454981,0.051064754146202894,1.618884684680084,0.05156054369016671,0.9110076333661311,0.011514562111588243
random_search_seed1,135.198844453213,0.40311298644712923,3.1319600767471384e-05,1.6121585159837502,0.06936787125910043,2.0983295052461455,0.10919018516040832,0.8514260322021341,0.011032826473661527
random_search_seed1,9.037120500138354,0.7503646726300526,9.338759216613932e-05,2.053109815860016,0.13985083446785307,2.673344537850481,0.21826748789522638,0.758845906231654,0.028066701584419363
random_search_seed1,20.779368396194464,0.9807371998012386,0.0006233139702698201,1.3786456357615913,0.0477582512965187,1.815362502753239,0.05401199596980751,0.8887267969623084,0.0065160571829844475
random_search_seed1,33021.614835573266,0.5412268555474342,0.004797072148647243,1.2372752477384024,0.06687958544082567,1.6003571234266523,0.057659980027088616,0.9132362350563203,0.009367916616652918
random_search_seed1,20.003383548584335,0.9699254132161326,3.928682764722621e-05,2.0934915165915235,0.14408226693644915,2.7165057084852373,0.21938782051857347,0.7509933530150592,0.028751650824848974
random_search_seed1,266.06687186553927,0.6234897555375004,2.6827699002578254e-05,1.51196277160446,0.04992408662374762,1.972830082280985,0.07070443253103334,0.8686473301177926,0.0071668755754672265
random_search_seed1,4462.8332199122715,0.9172977047909027,0.0018513171450493132,1.2453985708224393,0.07369059224445637,1.5902971669011934,0.1115498756212719,0.9138429282800404,0.015591773712886791
random_search_seed1,1.534778616943961,0.4593358828854037,0.000902060839268605,1.8969616356064918,0.1423915224326624,2.4647543939969285,0.21759648740974724,0.7949982833802569,0.025845363268092496
random_search_seed1,1.9632644481107333,0.8526328384806567,0.002356425211267515,1.6057752959437994,0.07730517454149757,2.107286058939443,0.1239300963104358,0.8502689579878998,0.010315040990670004
random_search_seed1,611.2404100711518,0.8398815210314088,9.164159880029861e-05,1.2824793074739664,0.027939997608646273,1.7036313437724275,0.05264918298007263,0.9018206414301089,0.009023510184368762
random_search_seed1,247.80260332312648,0.7530302077021779,0.0007758230154854577,1.1454449112983163,0.02216761881033666,1.523990787760717,0.05749135960924705,0.921098953153584,0.011266515959100443
random_search_seed1,4.95542844164573,0.6832869060032571,0.01075906791086817,1.3738737164533863,0.05395431799720449,1.8414027052930269,0.05051569319139086,0.8854793524957968,0.0070699749938961986
random_search_seed1,4995.108417040857,0.80236416113453,5.1142598991734135e-05,1.2264786062246735,0.0395518131589351,1.6303664230316213,0.05838986937088266,0.9099572070642864,0.01025195074090842
random_search_seed1,7.9254766292091325,0.8552269742870702,2.0029065435363316e-05,2.9245665917346324,0.11373739678164038,3.8044998496354148,0.2154078979752077,0.5122205301793094,0.027506157025826566
random_search_seed1,11146.674359358241,0.4719097193587902,0.01746965898000131,1.3916536797305246,0.049097717635047354,1.8403129454502427,0.039723141908288205,0.885399950324268,0.010118881148844747
random_search_seed1,19.39747308044696,0.6457208955749478,1.0622639944719572e-05,2.755216645539842,0.12156770160834654,3.5861178168905603,0.22946732525270266,0.5665301812205439,0.031960160128409056
random_search_seed1,2414.5299619987877,0.28187782736454214,0.012323823460095383,1.2868937023134048,0.04703312283226583,1.6903680333657387,0.03172864527777817,0.903310619389314,0.008285369772043642
random_search_seed1,10.263694385402012,0.8050548331450097,0.0023166882591783553,1.2772250071852076,0.043158569924080126,1.7199925542276115,0.05759200760074205,0.9001158075685682,0.006121497326708
random_search_seed1,33748.97020284013,0.48221238819933654,3.604017014726869e-05,1.1600694520188397,0.06738629855596105,1.5757382773004784,0.10582022622365467,0.9160236677640776,0.009989092506330895
random_search_seed1,16004.532726499663,0.5895020620840481,0.0003661146935719423,1.2713580450935946,0.08757434510539767,1.713432992736043,0.16290698263416944,0.90057925247028,0.01616251914474467
random_search_seed1,1.3034097306955097,0.9190886196338225,0.003098189100157305,1.6959082591018686,0.09136860654624786,2.2208672876874083,0.14661501562881318,0.8337642099470995,0.012391723751017337
random_search_seed1,7677.634306931424,0.6603553805205233,0.018858750062664072,1.447876793431891,0.054408950837790564,1.9137196579088864,0.05141818905500875,0.8761092999275458,0.010877599935677522
random_search_seed1,14.2509146241446,0.2116747426075105,0.006961796539285268,1.2001091659245935,0.03436841469009679,1.6220214643810693,0.059363264039856416,0.9108727426745589,0.010122777955350808
random_search_seed1,8056.297836477112,0.8254878133935558,1.7060498398632392e-05,1.274662251857737,0.039258792381836015,1.6942395632622809,0.06502491938193837,0.9027906708758083,0.01088130402146175
random_search_seed1,5.9294540880679305,0.3167381665569643,0.00024415042648838616,1.8729571922367612,0.13316235636217694,2.4393050773793985,0.21760670202807644,0.7990933748022198,0.026854582596229637
